Single_ent,en_masked,en_masked_shuffled
['ryan'],"[MASK] moves into the room and crouches down next to her, his hands covering hers. “Nothing happened. He was great! They both were. I wouldn’t have let them leave if I didn’t think they were okay.”","room okay.” were. great! both into hands his moves They leave happened. the her, next “Nothing hers. I let and if crouches were He down them have to was covering [MASK] didn’t wouldn’t they think I"
['ryan'],"I shouldn’t have come. I should have let [MASK] handle this alone. Assured him this was a private matter, not a place for a stranger like me, but I was so desperate for any shred of information about the woman that I ignored the risk of what I could face here.","but place risk I come. a that what matter, let about I [MASK] ignored information shred desperate of private a here. of this stranger not was was I face shouldn’t have for this should for alone. woman I handle so Assured the could him me, any I like a the have"
['bullock'],"“Hello,” he says, as he turns the pages in his notebook. “I’m Deputy [MASK]. I’m gathering as much information as I can. Do you mind if I ask you a few questions?”","turns much questions?” a he says, few I’m [MASK]. if gathering as in ask the notebook. he as “Hello,” mind pages I as can. I information Do “I’m his you Deputy you"
['james'],"“She had one glass of wine when they first arrived around six and then one more glass with dinner. [MASK] had a considerable amount more to drink, which is why she was driving,” I answer.","considerable six around when a glass she dinner. arrived “She with answer. I more had [MASK] amount driving,” one of one and wine glass they is was then more to had first drink, which why"
['bullock'],Deputy [MASK] waits a beat then goes back to his notes. “Would you say she seemed in control of her faculties when she left your home?”,waits beat left then back goes she you say faculties control to his she Deputy home?” when “Would seemed [MASK] your a of her in notes.
['jane'],"That gets me a big smile. “Oh, wonderful. I’ll help you finish up in here. I’m hiding from [MASK]. She’ll make me wash the dishes.”","She’ll me help I’m big from finish I’ll smile. “Oh, wonderful. in make you wash here. That me dishes.” a up hiding gets the [MASK]."
['ryan'],I head out to the main room to look for [MASK]. I need to get out of here and go talk to the one person who can help me decide what to do next.,[MASK]. to for next. talk help decide one what here I out can need I to person me the of do head to the main room who out look go get to to and
['andrew marshall'],"It’s taken me three months, but now [MASK] turns to me for my reaction on anything from which tie to wear to whether he should attend a certain event. A nod or quick shake of my head is all it takes to blow someone else’s carefully made plans for him.","to for quick takes should is carefully me it head nod on A someone or certain else’s but to reaction made attend from months, shake for my my whether now of wear turns a him. event. all anything tie he which plans to blow me [MASK] taken to It’s three"
['matt'],The guy pushes the cart toward the door just enough to keep it from closing. “[MASK] sends this with his compliments.” His voice is low and deep.,“[MASK] pushes just sends low to door compliments.” cart and The his this keep with closing. enough from His the is voice it deep. guy the toward
['george'],"The next time there’s a knock on the door, I know what to expect. A bellhop, not the uniformed [MASK], pushes a luggage cart into the room then unloads three large boxes. I tip him and off he goes. I get the monitors set up and hook up the laptop, logging into the site on the paper I received earlier. The screen fills with small blocks, showing every angle of Andrew’s room and balcony.","next The the hook the expect. showing fills with angle I every know large I blocks, I and the uniformed off on of goes. A not knock room to paper three screen bellhop, [MASK], I tip into balcony. the a monitors unloads room time set the boxes. him luggage there’s what cart earlier. a on the The received Andrew’s up he pushes and and get the site small then door, into laptop, up logging"
['andrew'],"Every man I invited to [MASK]’s private cocktail party jumped at the invitation. I was very particular with my list, choosing men from all over the South, since this was a regional conference and not just one for South Carolina. And since all my jobs from the last two years have taken place in the South, I’m up to date on the political climate in each state, including the good and bad on every big name here.","all was since the bad a place on have up [MASK]’s climate good state, South, particular at one and over just conference in the since to jumped invited invitation. here. this not Carolina. the And I on man including each I’m from and I jobs my party every was private my with the all for very last the date cocktail South political two in choosing Every to big list, regional men the South, from name years taken"
['andrew'],"Like [MASK], there are a handful of lawyers attending who also hold a range of elected positions, from local government office to the Senate. But I only invited the bad boys looking to play. The same ones who will quote the Bible along with their great love of family, faith, and God at their next rally.","But the a will next of along [MASK], hold a to at local the looking faith, the God who Bible also same are quote Senate. elected lawyers government office play. there rally. to handful range bad positions, their great and only boys I of ones from who family, attending love Like invited of their with The"
['andrew'],"[MASK] works the room with one eye on his watch as he counts down the minutes until this is over. The booze is flowing freely, thanks to the girls I brought in to serve it. I hand [MASK] a beer and he nods his thanks. He rarely drinks, but when he does, it’s always a Miller Lite. Just one.","thanks. freely, his flowing he with rarely the brought always Miller booze hand and on until this he [MASK] room nods a in eye [MASK] as Just he serve Lite. beer I a to girls is his it. over. minutes but watch He when counts to The down does, it’s the one. one the drinks, I is thanks works"
['ryan'],"[MASK] drives while I scroll Instagram, stopping on Southern Living’s latest post, which showcases a beautiful front porch complete with a white wooden swing and hanging ferns. It’s a gorgeous shot. Clicking the comment button, I type: What a perfect spot for a get-together with a glass of wine! It’s five o’clock somewhere!","a a for beautiful stopping drives which gorgeous with button, with scroll Instagram, Southern the front a It’s and comment showcases a post, shot. Living’s o’clock type: white ferns. of glass somewhere! complete It’s swing while hanging get-together a Clicking porch What I latest on wooden a five spot I [MASK] wine! perfect"
['ryan'],"As soon as we enter [MASK]’s house, he launches himself on the couch in the den, landing facedown. When I sit next to him, [MASK] raises his head up just enough for me to scoot closer so he can rest it on my lap. His eyes fall closed as I gently run my fingers through his hair. Neither of us feels the need to speak.","on raises the need house, my Neither soon in landing he hair. closed to gently up I for himself just enough speak. facedown. my enter fingers his his so closer the I launches the me to next of couch as den, on eyes he [MASK]’s feels head to When it lap. we rest scoot as [MASK] fall run him, us His can As sit through"
['ryan'],"Slowly, I unlatch [MASK] from my waist and slide out from underneath him, replacing my lap with a throw pillow. Between the hangover I know he had this morning and the stress of the day, he doesn’t even flinch.","throw doesn’t from hangover a and know my of I this him, morning lap the pillow. even with flinch. replacing [MASK] waist he slide the out my unlatch from I the day, stress he and Slowly, underneath had Between"
['devon'],"Pulling out my phone, I open Instagram. I have zero posts and a handful of followers who are mostly bots, but I follow [MASK]’s bogus account plus forty-seven others, 90 percent of them businesses or famous personalities that post every day. Out of the forty-seven accounts my bogus account follows, thirty-two of them are also followed by [MASK]’s. And even though I posted my comment on Southern Living’s latest post letting him know I needed to meet up with him tonight at five, he will answer me in a comment on a completely different account so no one would be able to link our comments as communication between the two of us.","needed on I And us. I 90 handful forty-seven would link a plus he account of thirty-two of I my him them forty-seven in and of of posts bogus or our no the between so answer one who different on completely followers have others, posted bogus my comments latest comment account tonight are them letting Instagram. as are Out bots, five, Pulling account even businesses accounts that post Living’s I followed with [MASK]’s comment day. a post my open me but by phone, know meet personalities two able every to I of communication follows, famous though up at Southern him also follow to the a percent be will mostly [MASK]’s. zero out"
['ryan'],"I pull a sheet of paper off the pad near the fridge and leave [MASK] a note that I’ve gone to pick us up some food, then slip out of the house.","note the then fridge up leave the a near slip pad of of paper a sheet and [MASK] some us I the off I’ve gone food, pull out that pick to house."
['devon'],"[MASK]’s shoulders shuffle back and forth a couple of times as if he’s trying to determine how he feels about this subject. “First, we know anything is possible, right?”","and we times how “First, of trying subject. shuffle this forth right?” couple he’s know if shoulders he to back is as determine possible, about a anything feels [MASK]’s"
['ryan'],I was a nobody without family or connections. There would be no flags raised if I disappeared. No one to seek out justice for me if things go sideways. That is not true for [MASK]. He lives in a house where his neighbors have literally watched him grow up from infancy.,or grow up He things for for neighbors not have infancy. raised if sideways. a No his flags connections. me go if nobody a family true out There That him justice was to I without I house disappeared. one literally lives watched in from no is would be seek where [MASK].
['bernards'],I fill him in on our visit to the [MASK]’ house and the conversation with the police while he works diligently on the page in front of him.,in [MASK]’ him diligently while visit and the in he with our the house of fill on the him. to works I page the on conversation front police
['how'],"“The only choice I have is to continue moving forward.” We both sit in silence for a minute or so, lost in our own thoughts. Then I ask, “[MASK]’s Heather?”","have “The a own for minute moving or We sit ask, thoughts. I continue I in is choice “[MASK]’s Then in both so, silence only lost our to Heather?” forward.”"
['bernard'],"“I’m heading to the [MASK]’ first with a few of the guys,” he says. “Mrs. [MASK] wants us to help her contact his work and let them know what happened. Then we’re headed to the funeral home.”","of the funeral let with “Mrs. and them to first work home.” his few the to Then “I’m [MASK] us her guys,” what heading he says. to help wants a headed contact [MASK]’ the know happened. we’re"
['ryan'],"By the time I’m heading back down, [MASK] is waiting by the door with his bag slung over his shoulder, his coffee mug in one hand and his keys in the other. “I shouldn’t be too late tonight.”","coffee his time the tonight.” in the down, keys other. and late too I’m in is his shouldn’t the be bag “I over one by back door hand heading with [MASK] his shoulder, waiting mug his By slung"
['ryan'],"Just before I reach the door of my 4Runner, [MASK] pulls me in close and kisses me gently. “I’m dreading today,” he says quietly. “Is it terrible that I don’t want to go over there?”","he before close “Is “I’m Just today,” over gently. kisses [MASK] it that quietly. there?” don’t my terrible I me in dreading I go reach 4Runner, door says of want and me pulls to the"
['ryan'],"“I’m so sorry,” I whisper in his ear. I can feel my phone buzzing in my purse, but I don’t let go of [MASK] until he’s ready.","my whisper purse, ready. until I but “I’m I don’t he’s of phone in my can ear. I feel buzzing so his [MASK] sorry,” let in go"
['ryan'],"Shit. That’s my warning from Devon to get the hell out of here. I look up to find [MASK] is stepping out of his car, his attention drawn to the street behind me.","I [MASK] of Shit. find get stepping up to drawn car, the out of That’s my his Devon from to here. his look the out to street warning attention behind me. hell is"
['ryan'],"[MASK] is out of his car and moving to my door, attempting to open it, but the car is locked since I’m still in reverse. I do a quick mental inventory as to what is in this car that could possibly get me in trouble, but know that there’s nothing.","my nothing. car in possibly trouble, that attempting me out since car car know locked reverse. as a that but there’s his to in this get but is still moving I mental quick is in to of open inventory could and to it, I’m is what do [MASK] door, the"
['ryan'],"With slow and deliberate movements, I put the car in park and cut the engine. The second [MASK] hears the lock disengage, he opens my door and pulls me out.","door the car put slow pulls in deliberate movements, second park The [MASK] the and lock me hears the out. he opens engine. my I disengage, With cut and and"
['deputy bullock'],"The same officer, [MASK], from the Bernards’ house is leading the way up the driveway, his eyes probably twinkling behind the mirrored shades.","shades. twinkling The the is [MASK], officer, eyes from up probably house driveway, leading behind Bernards’ the mirrored his same the way the"
['porter'],"“Miss [MASK],” he says as his hands rest on the low-slung gun belt around his waist. “I’m going to need you to come to the station with me to answer a few questions.”","as need rest to around questions.” to says his the to “Miss going few belt “I’m hands with a come the his low-slung to [MASK],” answer you he station me on gun waist."
['devon'],"I know they’re watching me through the mirrored wall to my left, but I refuse to give them so much as a twitch of my pinkie finger, because I can’t forget what [MASK] said the first time I met him in real life: You can tell a lot about a person by the way they act when they are left waiting too long.","the so forget I first [MASK] I time because him as I left, refuse them what finger, my by mirrored met left much through a me said twitch You to I a watching tell life: are give real when long. a way my lot can’t pinkie the wall person they’re in know too but can act waiting to they about of the they"
['porter'],"She stuffs the document back in her bag and then moves to the door. Opening it slightly, she says, “I am the attorney of record for Miss [MASK], so cut the mics and video feed to the room.”","the mics says, moves the then Miss am the to stuffs feed “I cut Opening and it to record she door. attorney for the and back of [MASK], in video so bag her She document the slightly, room.”"
['ryan'],"Her left eye squints as she watches me. “[MASK] called me the second they pulled out of his driveway with you in the back seat. When you requested me, I was already here. I was surprised, to say the least.”","called with squints as already you seat. eye was in left out the here. pulled driveway I the of she second Her “[MASK] they least.” to his me. back me requested watches the I me, you When was surprised, say"
['evelyn porter'],"Even though I knew she would do her own search on me, I’m not prepared for the first item she lays down in front of me. It’s a photocopy of a student ID from the University of Alabama with the name [MASK] and my picture dated seven years ago.","knew years of would It’s seven her own the I front my not though lays photocopy prepared with name I’m a of the dated ID the she picture do search first of from me. [MASK] ago. student Alabama me, University on down a Even and for she item in"
['andrew marshall'],"I take my time driving from Hilton Head back to Raleigh, North Carolina, with the last twelve hours heavy on my mind. I shouldn’t care what [MASK] thinks about me now, but I do.","do. I twelve Carolina, North with last driving about mind. my the Head me to back Raleigh, [MASK] take hours heavy I on what I care now, from shouldn’t my but time Hilton thinks"
['andrew'],"I park in front of AAA Bail Bonds midmorning on Monday, almost forty-eight hours after I left [MASK] at that resort in South Carolina, even though I was instructed never to set foot back here.","though instructed foot [MASK] front of AAA even park I South was I never midmorning here. resort forty-eight on Bail almost Bonds hours I to back set Carolina, after Monday, left in that at in"
['matt'],"“Where the fuck have you been!” [MASK] yells the second he sees me, then he looks at the receptionist behind me. “Get the fuck back out front!” She makes a U-turn just as I shut his office door.","yells the have She U-turn fuck he me, “Where his out second just office “Get looks me. [MASK] been!” he the at fuck I you the then front!” a shut sees behind door. makes back as the receptionist"
['matt'],"[MASK] comes around to the front of his desk and stands over me. He leans down, putting his hands on the arms of my chair to box me in. “You answer to me,” he says.","over my says. his [MASK] in. comes to on “You the and down, the me me. stands of around he front hands his of chair desk to putting leans to answer arms me,” He box"
['andrew marshall'],"Silence on the other end, but I don’t let that stop me. “[MASK] is a bust. He was never going to cheat on his wife. He’s too squeaky clean. And if you forced something, the shame of it would have made him drop out of the race completely. It doesn’t do you any good to have dirt on someone who isn’t powerful. Ten minutes with this guy and you’d have known that.”","the He’s race with doesn’t it shame And that.” bust. to would you’d out and of have a his him do Silence powerful. let stop if isn’t that but is end, something, me. He drop of Ten the good made known too you other on have going have dirt any don’t on the was you to forced guy “[MASK] It squeaky cheat on clean. completely. I never minutes this wife. who someone"
['andrew marshall'],"And then finally, more questions. “Where was [MASK] during this party? If you have what you say you have, was he a witness to the senator’s behavior?”","behavior?” a what senator’s this the you party? was more questions. “Where witness If And [MASK] have, during was say you finally, you to have then he"
['matt'],"“[MASK]’s instructions were delivered to you at four thirty in the afternoon, and you sent out invites for the cocktail gathering in Marshall’s room at five forty-five. How were you able to find the tech and personnel to pull this off in such a short amount of time? Or were you already planning to go rogue before you were given your instructions?”","room delivered to forty-five. for short of tech the find able in you amount your the time? before invites you Or cocktail four personnel this go thirty Marshall’s and at instructions?” out and a were given “[MASK]’s How in off were in rogue to pull instructions to you afternoon, you were to you five were at sent already such planning gathering the"
['matt'],"“As you’ve said before, I am resourceful and think on my feet. This is just another example of that. I did not go into the weekend believing I would have to alter the plan, but it would have been unprofessional not to have been prepared for any eventuality. It was clear when I got the instructions that [MASK] had taken the lead on this job. It was sloppy and amateurish.”","sloppy would example lead just got have I of to another am taken you’ve [MASK] for but been unprofessional was had resourceful my think when that job. the It It not amateurish.” and to go I before, I plan, prepared instructions eventuality. been the on would the did is This into on feet. this any was and clear weekend the that. “As have alter it I said not believing have"
['marshall'],“And I’m to believe you walked away from the weekend with absolutely nothing on [MASK]? That you in fact have not uncovered a single thing in all the time you’ve been with him that can be used as leverage against him?”,That from thing away with leverage uncovered a in fact you’ve time walked the absolutely single I’m him?” him that the have you to not [MASK]? all on “And as believe nothing weekend been can you used be in with against
['nelson'],"“While Senator [MASK] will be helpful, he wasn’t who we sent you after, but I can acknowledge and appreciate salvaging a job,” he says. “Moving forward, you’ll answer directly to me. We’ll see how that works for us. For now. You are quite the surprise. Let’s just see if it is a good one or bad one.”","[MASK] that but it a directly I is Senator one.” acknowledge to You Let’s says. one bad salvaging will see job,” helpful, “Moving good you’ll forward, we after, if be “While you just sent For who can the now. We’ll and a for us. me. are surprise. see appreciate how or wasn’t answer works he he quite"
['matt'],"“I’m finished talking to him,” I yell at the closed door, and [MASK] is pushing it open seconds later, jerking his phone from my hand.","from finished him,” it the hand. closed “I’m I at later, his yell to talking door, phone and my seconds jerking is open [MASK] pushing"
['matt'],"At the same moment I’m walking out of this building, there are small white boxes being delivered to multiple locations. In each box is an origami swan similar to what I just gave [MASK]. When the swan is pulled open, there’s a picture showing the recipient in a very compromising position, with the words “Hilton Head 2017” written underneath it in red Sharpie. And that’s it.","boxes origami in Head compromising just 2017” white out there’s “Hilton multiple small And locations. are red swan When is being of picture is with each gave [MASK]. a open, it. showing In walking written it position, the to very delivered recipient the pulled words similar to underneath what that’s in an I’m same building, moment the there I swan this Sharpie. box a the At"
['amy holder'],"In order to walk out of there today, I had to agree to meet with the detectives in Atlanta on Friday morning to answer questions on the circumstances surrounding the death of [MASK]. If I refused to agree to do that, I would be held at the Lake Forbing Police Department until the escort sent by the Atlanta Police Department arrived and dragged me back there. If I’m not there for that meeting on Friday morning, there will be another warrant issued for my arrest for failure to show.","Police to that, for surrounding detectives Friday I that held arrived escort morning, death Forbing Department to warrant another not I Friday [MASK]. the of If there there. Department the meeting be will agree agree for questions the to failure with Atlanta the walk by today, back for I answer to in until refused I’m be order circumstances In out and do Lake at would me on on to to sent morning the dragged of issued my meet If to the show. there had Atlanta arrest on Police there"
['ryan'],"We pull into the garage, but [MASK] keeps the engine running. “I need to stop by my office to pick up a few things since I wasn’t able to get by there earlier,” he says, staring through the front windshield.","through few things able wasn’t into office windshield. running. the We since he get my the earlier,” there by pull up [MASK] says, pick garage, to need I front stop a to but “I by staring keeps engine the to"
['ryan'],"I stop cold in front of our closed bedroom door. We never shut this door when the room is empty. I think back to this morning when we were getting ready for the day, each of us moving at a snail’s pace, groggy from the weekend. I went down first, then [MASK] joined me not long after, but then I ran back up here to get my phone from where it was charging beside the bed.","for a day, this stop I of shut the pace, then we front closed cold was moving my is door. I snail’s [MASK] ran each after, beside think here get morning to but our room when up down bed. I us where in the groggy We back getting weekend. bedroom from of charging joined door never at back ready empty. it I long this me from the first, then when the were phone not to went"
['amy'],"It’s a picture of me taken on the same day, but the location is different. I’m leaving a bank a few blocks away from the hotel [MASK] was staying in.","in. the me bank is It’s taken on blocks I’m different. hotel few same a location a of staying leaving away the day, but was a from [MASK] picture the"
['amy holder'],"“And you are now underestimating me,” he sneers. “I have the video surveillance from the security cameras inside the Wells Fargo branch on Peachtree Street. You rented the box before the Fire Department had fully doused the flames engulfing [MASK]’s body. You never keep anything important on you, and this would have been the quickest and closest place to safely stash what you retrieved. The only reason we’re even having this conversation is because I don’t know the box number, nor do I have the signature card details.”","me,” you this on Department have keep and having branch the card surveillance have body. cameras the he important video the “And anything I safely only engulfing to signature rented quickest details.” we’re don’t because nor security been retrieved. Street. the are from what inside You and you, I underestimating the Peachtree [MASK]’s this is Fargo doused you do You have know flames stash now had on the even the Wells fully place would sneers. box conversation the never number, “I box before closest Fire the The reason"
['amy holder'],"The mechanical growl due to the voice changer makes me cringe. “Now is not the time to play dumb with me. You will go back to Atlanta, but I want you there on Wednesday. There is a room reserved for you at the Candler Hotel in downtown Atlanta. You will be met in the lobby on Thursday morning at ten a.m. by one of my representatives, and he will accompany you to the bank and inside the vault. He will remove the contents of the safe deposit box himself. If what you say is true, and the contents have nothing to do with the [MASK] job, then we will put this matter to bed once and for all and continue forward as we have. And you will find the detectives in Atlanta will quickly lose interest in you.”","you deposit himself. play lose If we representatives, with matter in on And remove to bed continue is the will I you will to my do the the not we There mechanical to to then of Atlanta the will box find once in the the and for cringe. you have. one a.m. at a the is contents Thursday inside The he the interest Atlanta. contents Hotel want lobby will and me accompany this nothing dumb you.” quickly and say in Wednesday. you at you due and the You [MASK] He forward time ten go bank reserved put room detectives the is true, me. voice to with as be all job, You have downtown Atlanta, morning of changer Candler back vault. what will by but to and makes in met the will will for safe there on “Now growl"
['amy holder'],"“With the shit you’re in with me, that’s what you want to know? The only thing that matters is getting back what [MASK] took. All of it.” He’s quiet a moment and then adds, “At one time you were my best asset and now look how far you’ve fallen.”","time you my with “At what want you’re fallen.” you’ve know? adds, the then you getting best back thing quiet were is matters He’s that’s and now it.” All far me, that “With The to a look and took. one moment only shit what [MASK] of asset in how"
['amy holder'],"“I don’t know how many times I have to tell you—Atlanta was a bust. Whatever you wanted from [MASK], she took with her to the grave. That safe deposit box does not hold what you think it does.”","the box grave. don’t I deposit have times bust. you—Atlanta you from to tell does hold know does.” her took you Whatever was how many safe she [MASK], a That to it think with “I what not wanted"
['ryan'],"The bathroom door squeaks open, making me jump, even though I expect [MASK] to come in to check on me once he gets back from his office.","to come he open, once door from expect office. making in his check me back gets though to I The bathroom jump, on me squeaks even [MASK]"
['ryan'],"The water starts to cool so [MASK] shuts it off, then somehow grabs my towel without letting me go. I stand still as he dries me off.","then as off. off, me so it towel my go. somehow cool water stand without dries The me to [MASK] I still starts he grabs shuts letting"
['ryan'],I pull out plates and utensils while [MASK] sets the food out buffet style on the island. “I got a few different things because I didn’t know what everyone wanted.”,sets I island. while [MASK] out the a utensils “I and style wanted.” plates buffet pull the know out what because things few everyone food didn’t got different I on
['james'],"“Yep,” she says, making that p really pop. “Last time I talked to [MASK] was about two years ago, when he called begging for money. I gave it to him on the condition he would get some help. I even had a spot lined up for him in a rehab facility. He ghosted me as soon as he got the cash. I was one of the few from our group who didn’t see him when he got to town a couple of weeks ago.”","cash. one rehab about him facility. gave I He would making she of he didn’t p time a “Yep,” couple him see condition I [MASK] years to group him money. ghosted to got the a who soon was town weeks ago, I a some few for he I when to he on from begging talked says, ago.” when for was he it that two our in got called even spot get me “Last as lined the the pop. as up of help. had really"
['ryan'],"[MASK] watches me as he strips down and climbs into bed. “I don’t want to talk anymore today.” He holds the covers back, inviting me to slip in the bed with him.","as today.” down “I bed holds watches him. me me he and slip into strips back, He with covers in the to inviting climbs [MASK] don’t bed. to the talk anymore want"
['bobby flay'],"Glancing at the clock, I answer, “Within the hour.” I scroll through Instagram on my phone and stop when I get to the latest post from Food Network that shows [MASK] in front of a grill with his trademark shit-eating grin. I comment: Beat [MASK] is my #1 fav show!! 45 mins to beat him is impossible! #EveryGoodRecipeIsWrittenDown","my my him answer, shows with grin. shit-eating I [MASK] Beat latest fav on post beat Glancing “Within Instagram [MASK] his a that the the phone and get I when scroll trademark in through I impossible! Network grill hour.” #1 is comment: #EveryGoodRecipeIsWrittenDown is to to at stop 45 mins clock, show!! from front I Food the of"
['ryan'],"I close out of the app, then book it upstairs to pack. I throw some clothes in a bag and move to the bathroom to gather my toiletries. When I come back into the bedroom, [MASK] has his own bag sitting on the bed, open and half full.","and close bathroom I book bedroom, come bed, clothes gather into sitting to the to pack. open then his bag and a I [MASK] I has full. the back some out half the upstairs own throw toiletries. When it in app, move to bag my the of on"
['ryan'],"[MASK] throws his hands in the air when I don’t take him up on his offer. “I’m not asking any questions. I don’t scare easily. And I really don’t want you doing whatever it is that you think you need to do alone.” We continue to stare at one another until he finally adds, “Plus, my skill set may come in handy in a pinch.” And there’s that smile. The one that makes him utterly charming.","don’t another makes him to when continue “I’m at not you doing my finally hands one offer. questions. he you that asking until the that [MASK] need take on handy his And I there’s think set skill any The scare really him you it come charming. throws that in a is in don’t want may in do alone.” smile. adds, easily. don’t whatever “Plus, up And I to I We stare utterly his pinch.” air one"
['ryan'],"[MASK] looks at me through the open driver’s-side window, where he’s still pumping gas. “I’m guessing you want me to drive now?”","want looks still the at pumping you he’s driver’s-side now?” drive guessing where through open window, [MASK] “I’m to me gas. me"
['ryan'],"We stop for gas again, and [MASK] insists on paying for it. I insist he do it with cash. He pulls out a bulging wallet filled with twenties as if he is more prepared for this trip than I gave him credit for, and I remind myself that he’s as shady as I am.","he’s more shady than am. filled he I prepared I I pulls again, for is bulging stop it. as We gas insists remind that him for if and as He I with insist twenties myself gave and do as a cash. for, he for it paying trip wallet out this with [MASK] on credit"
['james'],"He lets out a deep sigh. “Me too.” I don’t think he’s going to say anything else until he adds, “I spent years helping [MASK] . . . saving [MASK]. I gave him money, clothes, a place to stay. Put him in rehab more than once. I was a crutch for him. He knew I’d be there. He knew I’d save him. So why bother getting your shit together if there’s always someone saving you?”","adds, out “I say I he than he’s saving place why bother your him [MASK] there’s He always him be He you?” there. for deep together . him. . [MASK]. shit a clothes, “Me think once. getting money, I too.” in He don’t Put crutch else was knew sigh. saving to someone I’d a him. going a knew more I’d lets years to spent save until helping So I if stay. . anything gave rehab"
['matt'],"I was only in that airport hotel in Raleigh for a day before there was a knock on the door. I opened it to find a guy in a UPS uniform standing on the other side. But upon closer inspection, I realized it was the same guy who delivered my last set of instructions from [MASK].","the instructions guy to knock was the in door. I inspection, I guy [MASK]. a a hotel airport same But who on opened day only before a that standing UPS uniform other in my there from realized last was Raleigh the on of in it find upon closer side. was it I delivered set a for"
['george'],I pointed to the space on my tee where a name tag would be if I had one. “[MASK]. It was the name on your uniform at the hotel in Hilton Head.” He seemed surprised I would remember that. “But I’m guessing that’s not your real name.”,your Head.” uniform would surprised Hilton I I my had to would was the in tee remember “[MASK]. the where name on that. not on guessing hotel name tag I It that’s I’m space seemed be name.” “But real He a the if one. at your pointed
['george'],"“Okay, [MASK] it is.” He started to step away, but he stopped when I asked, “You coming to Florida with me? Or do you have other deliveries to make?”","is.” you deliveries with He Or me? [MASK] but other “Okay, do coming step when “You have Florida I he it to make?” asked, to stopped away, started to"
['t'],"[MASK]’s also a [MASK] of [MASK] [MASK] players [MASK] paid under [MASK] [MASK] [MASK] pick one college over [MASK]—[MASK] of bagmen dropping off cash [MASK] [MASK] [MASK] and [MASK] by burner phone, and even more mind-blowing are [MASK] college [MASK], aka old people, who spend big money in [MASK] hopes [MASK] [MASK] alma [MASK] [MASK] possibly win a championship. [MASK] [MASK] cash [MASK] programs and [MASK] [MASK]. And if [MASK] don’[MASK] [MASK] [MASK], [MASK] money [MASK]. [MASK]’s a real [MASK] as [MASK] who is [MASK] running [MASK] programs: [MASK] school’s [MASK] [MASK] or [MASK] [MASK] few [MASK] [MASK] checks. All you need [MASK] do is google “[MASK]. Boone Pickens” and “Oklahoma [MASK] [MASK]” [MASK] [MASK] [MASK] general idea.","[MASK] money [MASK] alma [MASK]. [MASK] [MASK]” [MASK] are [MASK] [MASK] and [MASK] [MASK] [MASK] general [MASK] [MASK] [MASK] [MASK] who [MASK] school’s Boone [MASK] [MASK] [MASK], [MASK] possibly off [MASK] [MASK] [MASK] [MASK] college dropping is [MASK] aka [MASK]’s who under burner [MASK] [MASK] “Oklahoma spend [MASK]. [MASK] old And [MASK] [MASK] idea. few pick do [MASK] of [MASK] championship. hopes [MASK] if [MASK] or [MASK] by don’[MASK] over [MASK], people, more players and one [MASK] google All cash [MASK] need cash [MASK]—[MASK] win you “[MASK]. [MASK] in a money [MASK] [MASK] bagmen paid also even programs: is and phone, a programs Pickens” and as college big [MASK] [MASK] running a checks. [MASK] of mind-blowing [MASK]’s real"
['tyron'],"But [MASK] is smart. Even though he’s been offered money, he hasn’t taken any of it. Because when it comes down to it, [MASK] is the one with the most at stake. If he loses his eligibility, he doesn’t play. There’s a close to zero chance he’ll go to the NFL, where he’d finally get paid what he’s worth, if he doesn’t have a successful college football career first.","But been he If close doesn’t have paid the hasn’t football taken worth, [MASK] doesn’t the [MASK] he’s successful he first. one a NFL, it. any if it where he stake. money, to smart. a when zero at though down Because he’d he’ll eligibility, to he’s he what college finally get chance go the comes Even most career is loses it, his play. There’s of with to offered is"
['george'],"By the second week, I’m exhausted. Even though Devon and I are dividing and conquering, it takes us all day to skim through footage from all five locations and separate the relevant parts before [MASK] knocks on my door in his UPS uniform.","separate exhausted. and in conquering, [MASK] relevant uniform. the Devon and his By the before door skim second are I footage and from all five though UPS on day to parts week, all I’m us locations Even my through it knocks dividing takes"
['george'],"The only good thing is that [MASK] seems to be warming up to me. The first pickup or two, it was all business, but now he lingers in my doorway and chats a bit. I even gave him a few slices of pizza last night for the road since he looked as worn out as we did. Makes me wonder how much area he’s covering in a day if he’s got to be back here every night.","as worn he it two, gave chats we covering in my wonder pickup as night up out me. to I slices only business, he for all a got Makes was how even here seems to be doorway much did. pizza day every of is the now to a a and me if [MASK] he’s thing he’s in The back lingers road be bit. The that warming looked but first him last few area night. since good or"
['andrew marshall'],"I’m having flashbacks to my time with [MASK], and there’s a tight twist in my gut about what I might be asked to do.","in there’s and having what I’m my be a gut flashbacks [MASK], to asked about time my twist tight do. with I might to"
['george'],"After another long day of scrolling through videos, I drop the thumb drive in an envelope and glance at the clock. [MASK] should be here any second.","and an any through be here envelope another second. I day videos, the thumb long After scrolling clock. drive of at [MASK] glance should drop in the"
['george'],"My relief is evident. “Finally. And don’t worry, your secret is safe with me.” I’m ready to tear into it but I notice [MASK] is lingering in the hall. “Is there something else?”","into And there else?” My evident. me.” it the notice lingering is hall. something worry, don’t your safe is to [MASK] with in ready secret I “Finally. “Is is I’m but relief tear"
['cameron'],"[MASK] needs to be removed from his position without negative outcome financially or publicly to him, the university, or the program or any future prospects. No scandal.","university, scandal. financially any from position or negative removed the him, publicly or needs the prospects. or be to outcome program without his future to [MASK] No"
