Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
['holmes'],south africa,0,0.11,incorrect,south africa,0,0.11,incorrect,albert camus,0,0.33,incorrect,madame bovary,0,0.21,incorrect,kelebogile,0,0.38,incorrect,lebohang,0,0.29,incorrect,tupai,0,0.0,incorrect,tere,0,0.2,incorrect,india,0,0.0,incorrect,rahul,0,0.36,incorrect,andry rasoanaivo,0,0.09,incorrect,madagascar,0,0.25,incorrect,south africa,0,0.11,incorrect,madame bovary,0,0.21,incorrect,lebohang,0,0.29,incorrect,tere,0,0.2,incorrect,rahul,0,0.36,incorrect,madagascar,0,0.25,incorrect,wemmick,0,0.15,incorrect,hamlet,0,0.5,incorrect,somine,0,0.5,incorrect,ogut,0,0.2,incorrect,do thu ha,0,0.13,incorrect,quan,0,0.0,incorrect,colette,0,0.46,incorrect,doncella,0,0.29,incorrect,hamlet,0,0.5,incorrect,ogut,0,0.2,incorrect,quan,0,0.0,incorrect,doncella,0,0.29,incorrect
['holmes'],nelson mandela,0,0.3,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,bi,0,0.0,incorrect,gongwe,0,0.33,incorrect,south africa,0,0.11,incorrect,taupo,0,0.18,incorrect,jesus,0,0.36,incorrect,ramayana,0,0.14,incorrect,nelson mandela,0,0.3,incorrect,andry,0,0.0,incorrect,andriamandisoarivo,0,0.17,incorrect,jesus,0,0.36,incorrect,bi,0,0.0,incorrect,south africa,0,0.11,incorrect,jesus,0,0.36,incorrect,nelson mandela,0,0.3,incorrect,andriamandisoarivo,0,0.17,incorrect,holmes,1,1.0,correct,shakespeare,0,0.35,incorrect,sherlock holmes,0,0.57,incorrect,onemsiz,0,0.46,incorrect,do bao,0,0.17,incorrect,chu,0,0.22,incorrect,sherlock holmes,0,0.57,incorrect,shakespeare,0,0.35,incorrect,shakespeare,0,0.35,incorrect,onemsiz,0,0.46,incorrect,chu,0,0.22,incorrect,shakespeare,0,0.35,incorrect
"['holmes', 'sherlock holmes', 'sherlock']",ntate,0,0.18,incorrect,mmusi maimane,0,0.29,incorrect,ogun,0,0.2,incorrect,olaudah equiano,0,0.29,incorrect,setshwana,0,0.27,incorrect,jesus,0,0.36,incorrect,tahiti,0,0.17,incorrect,tupou,0,0.18,incorrect,ram,0,0.22,incorrect,ram,0,0.22,incorrect,jesus,0,0.36,incorrect,madagascar,0,0.25,incorrect,mmusi maimane,0,0.29,incorrect,olaudah equiano,0,0.29,incorrect,jesus,0,0.36,incorrect,tupou,0,0.18,incorrect,ram,0,0.22,incorrect,madagascar,0,0.25,incorrect,god,0,0.22,incorrect,doctor,0,0.29,incorrect,ibrahim,0,0.31,incorrect,isa,0,0.22,incorrect,ngoc,0,0.33,incorrect,nguyen huu tho,0,0.28,incorrect,don quijote,0,0.31,incorrect,maria,0,0.18,incorrect,doctor,0,0.29,incorrect,isa,0,0.22,incorrect,nguyen huu tho,0,0.28,incorrect,maria,0,0.18,incorrect
"['holmes', 'sherlock holmes', 'sherlock']",lesotho,0,0.46,incorrect,lesotho,0,0.46,incorrect,nigeria,0,0.27,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,tahiti,0,0.17,incorrect,tonga,0,0.18,incorrect,narayan sahu,0,0.22,incorrect,narada,0,0.14,incorrect,maria,0,0.18,incorrect,madagascar,0,0.25,incorrect,lesotho,0,0.46,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,tonga,0,0.18,incorrect,narada,0,0.14,incorrect,madagascar,0,0.25,incorrect,mr. rochester,0,0.43,incorrect,remarks,0,0.4,incorrect,kitap,0,0.15,incorrect,insan,0,0.18,incorrect,anh,0,0.22,incorrect,nguyen du,0,0.17,incorrect,yo,0,0.25,incorrect,al,0,0.25,incorrect,remarks,0,0.4,incorrect,insan,0,0.18,incorrect,nguyen du,0,0.17,incorrect,al,0,0.25,incorrect
['ned'],queen,0,0.25,incorrect,new zealand,0,0.43,incorrect,david,0,0.25,incorrect,john,0,0.29,incorrect,michael,0,0.2,incorrect,john,0,0.29,incorrect,queen,0,0.25,incorrect,queen,0,0.25,incorrect,john,0,0.29,incorrect,october,0,0.2,incorrect,india,0,0.5,incorrect,mauritius,0,0.0,incorrect,new zealand,0,0.43,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,queen,0,0.25,incorrect,october,0,0.2,incorrect,mauritius,0,0.0,incorrect,wilkins,0,0.2,incorrect,new zealand,0,0.43,incorrect,amcam,0,0.0,incorrect,new zealand,0,0.43,incorrect,chu dickens,0,0.14,incorrect,nguyen,0,0.44,incorrect,john,0,0.29,incorrect,new zealand,0,0.43,incorrect,new zealand,0,0.43,incorrect,new zealand,0,0.43,incorrect,nguyen,0,0.44,incorrect,new zealand,0,0.43,incorrect
['hosmer'],nelson mandela,0,0.3,incorrect,moshoeshoe,0,0.5,incorrect,victor hugo,0,0.24,incorrect,napoleon,0,0.29,incorrect,fora,0,0.4,incorrect,jesus,0,0.18,incorrect,farani,0,0.17,incorrect,france,0,0.17,incorrect,mother,0,0.5,incorrect,napoleon,0,0.29,incorrect,voltaire,0,0.29,incorrect,salvador dali,0,0.21,incorrect,moshoeshoe,0,0.5,incorrect,napoleon,0,0.29,incorrect,jesus,0,0.18,incorrect,france,0,0.17,incorrect,napoleon,0,0.29,incorrect,salvador dali,0,0.21,incorrect,george,0,0.33,incorrect,france,0,0.17,incorrect,anne,0,0.2,incorrect,fransa,0,0.17,incorrect,nguyen huu tho,0,0.2,incorrect,ong,0,0.22,incorrect,padre,0,0.18,incorrect,voltaire,0,0.29,incorrect,france,0,0.17,incorrect,fransa,0,0.17,incorrect,ong,0,0.22,incorrect,voltaire,0,0.29,incorrect
"['holmes', 'bay holmes', 'bay']",south africa,0,0.13,incorrect,seo,0,0.22,incorrect,leadenhall,0,0.3,incorrect,leadenhall,0,0.3,incorrect,botswana,0,0.36,incorrect,senyane,0,0.24,incorrect,london,0,0.17,incorrect,post,0,0.4,incorrect,rabindranath tagore,0,0.34,incorrect,leidenhall,0,0.25,incorrect,london,0,0.17,incorrect,paositra,0,0.33,incorrect,seo,0,0.22,incorrect,leadenhall,0,0.3,incorrect,senyane,0,0.24,incorrect,post,0,0.4,incorrect,leidenhall,0,0.25,incorrect,paositra,0,0.33,incorrect,wemmick,0,0.15,incorrect,leadenhall,0,0.3,incorrect,virginia woolf,0,0.33,incorrect,leadenhall,0,0.3,incorrect,nguyen huy tuong,0,0.31,incorrect,leadenhall,0,0.3,incorrect,emma,0,0.29,incorrect,leadenhall,0,0.3,incorrect,leadenhall,0,0.3,incorrect,leadenhall,0,0.3,incorrect,leadenhall,0,0.3,incorrect,leadenhall,0,0.3,incorrect
"['holmes', 'bay holmes', 'bay']",shakespeare,0,0.35,incorrect,quinsy,0,0.22,incorrect,oduduwa,0,0.2,incorrect,ogun,0,0.2,incorrect,moses,0,0.55,incorrect,lebohang,0,0.36,incorrect,maori,0,0.27,incorrect,taata,0,0.25,incorrect,quincy,0,0.22,incorrect,winston,0,0.15,incorrect,ravelomanantena,0,0.32,incorrect,john the baptist,0,0.31,incorrect,quinsy,0,0.22,incorrect,ogun,0,0.2,incorrect,lebohang,0,0.36,incorrect,taata,0,0.25,incorrect,winston,0,0.15,incorrect,john the baptist,0,0.31,incorrect,wemmick,0,0.15,incorrect,quinsy,0,0.22,incorrect,osman bey,0,0.4,incorrect,ataturk,0,0.2,incorrect,nguyen huu tho,0,0.33,incorrect,ngay,0,0.57,incorrect,quinina,0,0.2,incorrect,quinina,0,0.2,incorrect,quinsy,0,0.22,incorrect,ataturk,0,0.2,incorrect,ngay,0,0.57,incorrect,quinina,0,0.2,incorrect
"['holmes', 'sherlock holmes', 'sherlock']",moses,0,0.55,incorrect,moses,0,0.55,incorrect,ogun,0,0.2,incorrect,ogun,0,0.2,incorrect,david,0,0.0,incorrect,yaba,0,0.0,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,ramayana,0,0.17,incorrect,rama,0,0.21,incorrect,madagascar,0,0.25,incorrect,andriamanelo,0,0.3,incorrect,moses,0,0.55,incorrect,ogun,0,0.2,incorrect,yaba,0,0.0,incorrect,jesus,0,0.36,incorrect,rama,0,0.21,incorrect,andriamanelo,0,0.3,incorrect,wemmick,0,0.4,incorrect,wilde,0,0.36,incorrect,orwell,0,0.33,incorrect,tutun,0,0.0,incorrect,nguyen nhat anh,0,0.2,incorrect,tran,0,0.17,incorrect,don quijote,0,0.31,incorrect,marlboro,0,0.38,incorrect,wilde,0,0.36,incorrect,tutun,0,0.0,incorrect,tran,0,0.17,incorrect,marlboro,0,0.38,incorrect
"['bayan', 'bayan mary sutherland', 'sutherland', 'mary', 'mary sutherland']",elizabeth,0,0.32,incorrect,miss,0,0.25,incorrect,jane,0,0.44,incorrect,jesus,0,0.27,incorrect,miss molema,0,0.31,incorrect,jesus,0,0.27,incorrect,david,0,0.27,incorrect,jesus,0,0.27,incorrect,sherlock holmes,0,0.4,incorrect,ram,0,0.31,incorrect,scarlett,0,0.33,incorrect,madagascar,0,0.43,incorrect,miss,0,0.25,incorrect,jesus,0,0.27,incorrect,jesus,0,0.27,incorrect,jesus,0,0.27,incorrect,ram,0,0.31,incorrect,madagascar,0,0.43,incorrect,sherlock holmes,0,0.4,incorrect,sherlock holmes,0,0.4,incorrect,onu,0,0.25,incorrect,ali,0,0.29,incorrect,ngo tat to,0,0.32,incorrect,nguyen du,0,0.42,incorrect,miss scarlet,0,0.38,incorrect,sherlock holmes,0,0.4,incorrect,sherlock holmes,0,0.4,incorrect,ali,0,0.29,incorrect,nguyen du,0,0.42,incorrect,sherlock holmes,0,0.4,incorrect
['holmes'],moshoeshoe,0,0.5,incorrect,moses,0,0.55,incorrect,nigeria,0,0.15,incorrect,ogun,0,0.2,incorrect,setso,0,0.36,incorrect,botswana,0,0.29,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,narendra modi,0,0.11,incorrect,ram,0,0.22,incorrect,maria,0,0.18,incorrect,mahatanga,0,0.13,incorrect,moses,0,0.55,incorrect,ogun,0,0.2,incorrect,botswana,0,0.29,incorrect,jesus,0,0.36,incorrect,ram,0,0.22,incorrect,mahatanga,0,0.13,incorrect,watson,0,0.17,incorrect,dracula,0,0.15,incorrect,ogretmen,0,0.43,incorrect,anna,0,0.0,incorrect,nguyen huu hanh,0,0.1,incorrect,nguyen du,0,0.13,incorrect,mi amigo,0,0.14,incorrect,carlos,0,0.33,incorrect,dracula,0,0.15,incorrect,anna,0,0.0,incorrect,nguyen du,0,0.13,incorrect,carlos,0,0.33,incorrect
['holmes'],jesus,0,0.36,incorrect,nelson mandela,0,0.3,incorrect,anansi,0,0.17,incorrect,nigeria,0,0.15,incorrect,nelson mandela,0,0.3,incorrect,nelson mandela,0,0.3,incorrect,jesus,0,0.36,incorrect,maori,0,0.18,incorrect,ram,0,0.22,incorrect,ram,0,0.22,incorrect,maria,0,0.18,incorrect,andry rajoelina,0,0.19,incorrect,nelson mandela,0,0.3,incorrect,nigeria,0,0.15,incorrect,nelson mandela,0,0.3,incorrect,maori,0,0.18,incorrect,ram,0,0.22,incorrect,andry rajoelina,0,0.19,incorrect,sherlock holmes,0,0.57,incorrect,john,0,0.2,incorrect,adam,0,0.2,incorrect,murat,0,0.18,incorrect,dinh tien dung,0,0.2,incorrect,the han,0,0.31,incorrect,sherlock holmes,0,0.57,incorrect,puerta,0,0.17,incorrect,john,0,0.2,incorrect,murat,0,0.18,incorrect,the han,0,0.31,incorrect,puerta,0,0.17,incorrect
"['windiban', 'bay windibank', 'windibank', 'bay']",jesus,0,0.0,incorrect,moses,0,0.0,incorrect,yoruba,0,0.44,incorrect,jesus,0,0.0,incorrect,setlhogo,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,tupou,0,0.0,incorrect,narendra modi,0,0.31,incorrect,ram,0,0.33,incorrect,madagascar,0,0.26,incorrect,madagascar,0,0.26,incorrect,moses,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,tupou,0,0.0,incorrect,ram,0,0.33,incorrect,madagascar,0,0.26,incorrect,wemmick,0,0.38,incorrect,hamlet,0,0.22,incorrect,abdulhamid,0,0.35,incorrect,ali,0,0.33,incorrect,nguyen van oai,0,0.3,incorrect,duc phat,0,0.25,incorrect,winston,0,0.53,incorrect,trickster,0,0.22,incorrect,hamlet,0,0.22,incorrect,ali,0,0.33,incorrect,duc phat,0,0.25,incorrect,trickster,0,0.22,incorrect
['holmes'],monna,0,0.18,incorrect,jesus,0,0.36,incorrect,oedipus,0,0.46,incorrect,ogun,0,0.2,incorrect,nelson mandela,0,0.3,incorrect,qo'nos,0,0.33,incorrect,jesus,0,0.36,incorrect,maui,0,0.2,incorrect,nelson mandela,0,0.3,incorrect,ram,0,0.22,incorrect,andriamanelo,0,0.22,incorrect,madagascar,0,0.25,incorrect,jesus,0,0.36,incorrect,ogun,0,0.2,incorrect,qo'nos,0,0.33,incorrect,maui,0,0.2,incorrect,ram,0,0.22,incorrect,madagascar,0,0.25,incorrect,scrooge,0,0.31,incorrect,john,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,ong,0,0.22,incorrect,nguyen du,0,0.13,incorrect,don quijote,0,0.24,incorrect,carlos,0,0.33,incorrect,john,0,0.2,incorrect,adam,0,0.2,incorrect,nguyen du,0,0.13,incorrect,carlos,0,0.33,incorrect
"['bay', 'hosmer', 'angel', 'hosmer angel', 'bay hosmer angel']",walter mitty,0,0.29,incorrect,joale,0,0.4,incorrect,tom and jerry,0,0.48,incorrect,epfather,0,0.43,incorrect,monna,0,0.25,incorrect,morwadi,0,0.32,incorrect,maui,0,0.29,incorrect,israel,0,0.56,incorrect,father,0,0.5,incorrect,ram,0,0.33,incorrect,maria,0,0.36,incorrect,raina,0,0.4,incorrect,joale,0,0.4,incorrect,epfather,0,0.43,incorrect,morwadi,0,0.32,incorrect,israel,0,0.56,incorrect,ram,0,0.33,incorrect,raina,0,0.4,incorrect,mr. rochester,0,0.42,incorrect,mr. rochester,0,0.42,incorrect,miyop,0,0.25,incorrect,evliya,0,0.36,incorrect,ong,0,0.5,incorrect,minh,0,0.25,incorrect,su padrastro,0,0.25,incorrect,el,0,0.57,incorrect,mr. rochester,0,0.42,incorrect,evliya,0,0.36,incorrect,minh,0,0.25,incorrect,el,0,0.57,incorrect
['holmes'],nelson mandela,0,0.3,incorrect,nelson mandela,0,0.3,incorrect,nigeria,0,0.15,incorrect,nigeria,0,0.15,incorrect,jesus,0,0.36,incorrect,setulong,0,0.14,incorrect,jesus,0,0.36,incorrect,maui,0,0.2,incorrect,ram,0,0.22,incorrect,ram,0,0.22,incorrect,madagascar,0,0.25,incorrect,madagascar,0,0.25,incorrect,nelson mandela,0,0.3,incorrect,nigeria,0,0.15,incorrect,setulong,0,0.14,incorrect,maui,0,0.2,incorrect,ram,0,0.22,incorrect,madagascar,0,0.25,incorrect,dracula,0,0.15,incorrect,mr.,0,0.22,incorrect,osmanli,0,0.31,incorrect,murat,0,0.18,incorrect,ong,0,0.22,incorrect,nguoi,0,0.18,incorrect,visitante,0,0.13,incorrect,rostro,0,0.33,incorrect,mr.,0,0.22,incorrect,murat,0,0.18,incorrect,nguoi,0,0.18,incorrect,rostro,0,0.33,incorrect
"['holmes', 'bay holmes', 'bay']",nelson mandela,0,0.3,incorrect,lesotho,0,0.46,incorrect,yoruba,0,0.44,incorrect,ogun,0,0.2,incorrect,moses,0,0.55,incorrect,le rialo,0,0.29,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,india,0,0.25,incorrect,narendra modi,0,0.26,incorrect,madagascar,0,0.25,incorrect,varavarana,0,0.15,incorrect,lesotho,0,0.46,incorrect,ogun,0,0.2,incorrect,le rialo,0,0.29,incorrect,jesus,0,0.36,incorrect,narendra modi,0,0.26,incorrect,varavarana,0,0.15,incorrect,wemmick,0,0.15,incorrect,lock,0,0.2,incorrect,lawyer,0,0.44,incorrect,ben,0,0.33,incorrect,han,0,0.33,incorrect,nguyen huu tho,0,0.33,incorrect,el,0,0.25,incorrect,ley,0,0.44,incorrect,lock,0,0.2,incorrect,ben,0,0.33,incorrect,nguyen huu tho,0,0.33,incorrect,ley,0,0.44,incorrect
"['bay', 'hosmer', 'angel', 'hosmer angel', 'bay hosmer angel']",father,0,0.5,incorrect,joale,0,0.4,incorrect,george orwell,0,0.4,incorrect,whiskers,0,0.57,incorrect,shakespeare,0,0.47,incorrect,monica,0,0.22,incorrect,taata,0,0.25,incorrect,ua,0,0.4,incorrect,dickens,0,0.21,incorrect,edgar allan poe,0,0.44,incorrect,ravelo,0,0.55,incorrect,ravelomanantena,0,0.39,incorrect,joale,0,0.4,incorrect,whiskers,0,0.57,incorrect,monica,0,0.22,incorrect,ua,0,0.4,incorrect,edgar allan poe,0,0.44,incorrect,ravelomanantena,0,0.39,incorrect,sherlock holmes,0,0.38,incorrect,sherlock holmes,0,0.38,incorrect,c,0,0.0,incorrect,ataturk,0,0.2,incorrect,philo,0,0.36,incorrect,nguyen du,0,0.43,incorrect,herlock,0,0.46,incorrect,sherlock holmes,0,0.38,incorrect,sherlock holmes,0,0.38,incorrect,ataturk,0,0.2,incorrect,nguyen du,0,0.43,incorrect,sherlock holmes,0,0.38,incorrect
['watson'],nelson mandela,0,0.3,incorrect,nelson mandela,0,0.3,incorrect,yoruba,0,0.17,incorrect,yoruba,0,0.17,incorrect,botswana,0,0.43,incorrect,moses,0,0.18,incorrect,taani,0,0.36,incorrect,tahiti,0,0.33,incorrect,india,0,0.18,incorrect,narendra modi,0,0.21,incorrect,maria,0,0.18,incorrect,madagascar,0,0.25,incorrect,nelson mandela,0,0.3,incorrect,yoruba,0,0.17,incorrect,moses,0,0.18,incorrect,tahiti,0,0.33,incorrect,narendra modi,0,0.21,incorrect,madagascar,0,0.25,incorrect,watson,1,1.0,correct,walter mitty,0,0.33,incorrect,gelmen,0,0.17,incorrect,yani,0,0.4,incorrect,nguyen huu tho,0,0.2,incorrect,nguyen du,0,0.13,incorrect,hannibal,0,0.29,incorrect,amtrak,0,0.33,incorrect,walter mitty,0,0.33,incorrect,yani,0,0.4,incorrect,nguyen du,0,0.13,incorrect,amtrak,0,0.33,incorrect
['james'],kea,0,0.25,incorrect,nelson mandela,0,0.21,incorrect,osun,0,0.22,incorrect,olorun,0,0.0,incorrect,setsohorwane,0,0.24,incorrect,lebogang,0,0.15,incorrect,tupou,0,0.0,incorrect,jesus,0,0.6,incorrect,rahul gandhi,0,0.12,incorrect,ram,0,0.5,incorrect,randrianarisoa,0,0.21,incorrect,marina,0,0.18,incorrect,nelson mandela,0,0.21,incorrect,olorun,0,0.0,incorrect,lebogang,0,0.15,incorrect,jesus,0,0.6,incorrect,ram,0,0.5,incorrect,marina,0,0.18,incorrect,arthur,0,0.18,incorrect,john,0,0.22,incorrect,annem,0,0.4,incorrect,abdullah gul,0,0.12,incorrect,nguyen huu tho,0,0.11,incorrect,nguyen du,0,0.14,incorrect,carlos,0,0.36,incorrect,god,0,0.0,incorrect,john,0,0.22,incorrect,abdullah gul,0,0.12,incorrect,nguyen du,0,0.14,incorrect,god,0,0.0,incorrect
['watson'],jesus,0,0.18,incorrect,sehito,0,0.33,incorrect,nigeria,0,0.15,incorrect,nigeria,0,0.15,incorrect,mmusi maimane,0,0.21,incorrect,sebetwane,0,0.4,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,rajasthan,0,0.4,incorrect,india,0,0.18,incorrect,madagascar,0,0.25,incorrect,jesus,0,0.18,incorrect,sehito,0,0.33,incorrect,nigeria,0,0.15,incorrect,sebetwane,0,0.4,incorrect,jesus,0,0.18,incorrect,india,0,0.18,incorrect,jesus,0,0.18,incorrect,mr. darcy,0,0.13,incorrect,hamlet,0,0.33,incorrect,ali,0,0.22,incorrect,ali,0,0.22,incorrect,di,0,0.0,incorrect,the,0,0.22,incorrect,john,0,0.4,incorrect,largo,0,0.36,incorrect,hamlet,0,0.33,incorrect,ali,0,0.22,incorrect,the,0,0.22,incorrect,largo,0,0.36,incorrect
['mccarthy'],jesus,0,0.0,incorrect,joseph,0,0.14,incorrect,ogunlade,0,0.12,incorrect,oyo,0,0.18,incorrect,noah,0,0.33,incorrect,moses,0,0.15,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,nelson mandela,0,0.18,incorrect,ramayana,0,0.38,incorrect,maria,0,0.46,incorrect,madagascar,0,0.44,incorrect,joseph,0,0.14,incorrect,oyo,0,0.18,incorrect,moses,0,0.15,incorrect,jesus,0,0.0,incorrect,ramayana,0,0.38,incorrect,madagascar,0,0.44,incorrect,wimpole,0,0.13,incorrect,walter mitty,0,0.4,incorrect,bayram,0,0.29,incorrect,mehmet akif inan,0,0.17,incorrect,duc phuc,0,0.25,incorrect,phong,0,0.15,incorrect,scott,0,0.31,incorrect,el,0,0.0,incorrect,walter mitty,0,0.4,incorrect,mehmet akif inan,0,0.17,incorrect,phong,0,0.15,incorrect,el,0,0.0,incorrect
['moran'],thahasello,0,0.13,incorrect,setsohorisitso,0,0.21,incorrect,grey,0,0.22,incorrect,george,0,0.36,incorrect,kelebogile,0,0.13,incorrect,kelebogile,0,0.13,incorrect,samoa,0,0.6,incorrect,jesus,0,0.0,incorrect,rajasthan,0,0.43,incorrect,hotel,0,0.2,incorrect,maria,0,0.6,incorrect,madagascar,0,0.27,incorrect,setsohorisitso,0,0.21,incorrect,george,0,0.36,incorrect,kelebogile,0,0.13,incorrect,jesus,0,0.0,incorrect,hotel,0,0.2,incorrect,madagascar,0,0.27,incorrect,wemmick,0,0.17,incorrect,walter,0,0.18,incorrect,murat,0,0.6,incorrect,murat,0,0.6,incorrect,ong gac cong,0,0.35,incorrect,nguyen huu than,0,0.2,incorrect,el dueno,0,0.15,incorrect,usted,0,0.0,incorrect,walter,0,0.18,incorrect,murat,0,0.6,incorrect,nguyen huu than,0,0.2,incorrect,usted,0,0.0,incorrect
['lestrade'],shakespeare,0,0.42,incorrect,moshoeshoe,0,0.33,incorrect,ogun,0,0.0,incorrect,yoruba,0,0.29,incorrect,moses,0,0.31,incorrect,nelson mandela,0,0.45,incorrect,jesus,0,0.31,incorrect,jesus,0,0.31,incorrect,ramchandra,0,0.33,incorrect,narendra modi,0,0.38,incorrect,madagaskara,0,0.32,incorrect,jesus,0,0.31,incorrect,moshoeshoe,0,0.33,incorrect,yoruba,0,0.29,incorrect,nelson mandela,0,0.45,incorrect,jesus,0,0.31,incorrect,narendra modi,0,0.38,incorrect,jesus,0,0.31,incorrect,watson,0,0.14,incorrect,scotland yard,0,0.38,incorrect,adam,0,0.33,incorrect,aptal,0,0.31,incorrect,holmes,0,0.43,incorrect,nguyen du,0,0.24,incorrect,holmes,0,0.43,incorrect,trump,0,0.31,incorrect,scotland yard,0,0.38,incorrect,aptal,0,0.31,incorrect,nguyen du,0,0.24,incorrect,trump,0,0.31,incorrect
['mccarthy'],nelson mandela,0,0.18,incorrect,moses,0,0.15,incorrect,queen elizabeth,0,0.26,incorrect,nigeria,0,0.13,incorrect,setshwana,0,0.24,incorrect,molimo,0,0.14,incorrect,jesus,0,0.0,incorrect,tamahine,0,0.38,incorrect,narendra modi,0,0.19,incorrect,ram,0,0.18,incorrect,madagascar,0,0.44,incorrect,maria,0,0.46,incorrect,moses,0,0.15,incorrect,nigeria,0,0.13,incorrect,molimo,0,0.14,incorrect,tamahine,0,0.38,incorrect,ram,0,0.18,incorrect,maria,0,0.46,incorrect,wickham,0,0.27,incorrect,jane,0,0.17,incorrect,abdullah,0,0.25,incorrect,emine,0,0.15,incorrect,nguyen van ba,0,0.1,incorrect,nguyen huu tho,0,0.18,incorrect,nicolas cage,0,0.3,incorrect,obama,0,0.31,incorrect,jane,0,0.17,incorrect,emine,0,0.15,incorrect,nguyen huu tho,0,0.18,incorrect,obama,0,0.31,incorrect
